page_id,fixture,title_match,legacy_records_count,canonical_extractions_count
3364750c-f3ba-80d7-b7b6-cebae2bc153e,fixtures\reading_list\3364750c-f3ba-80d7-b7b6-cebae2bc153e.json,False,0,1
3364750c-f3ba-80d9-bfe7-fec051b13d19,fixtures\reading_list\3364750c-f3ba-80d9-bfe7-fec051b13d19.json,False,0,1
3364750c-f3ba-80e1-80c5-c4fd04704e55,fixtures\reading_list\3364750c-f3ba-80e1-80c5-c4fd04704e55.json,False,0,1
33b39b4f-6ebe-4803-8d8f-ac8a5578cc79,fixtures\reading_list\33b39b4f-6ebe-4803-8d8f-ac8a5578cc79.json,False,0,1
34a194da-1571-477b-8ee1-448d8e7f00ab,fixtures\reading_list\34a194da-1571-477b-8ee1-448d8e7f00ab.json,False,0,1
352413f6-104f-431c-833b-d460084b56d5,fixtures\reading_list\352413f6-104f-431c-833b-d460084b56d5.json,False,0,1
35997162-9f4a-420a-accb-4d70901b2b2c,fixtures\reading_list\35997162-9f4a-420a-accb-4d70901b2b2c.json,False,0,1
36a45f1e-fa7d-4063-94f3-01b9a09809ec,fixtures\reading_list\36a45f1e-fa7d-4063-94f3-01b9a09809ec.json,False,0,0
36a4d513-0524-49db-acaa-e337f29073e7,fixtures\reading_list\36a4d513-0524-49db-acaa-e337f29073e7.json,False,0,1
36ea3b09-b94e-4f7a-9111-88e5f537a16a,fixtures\reading_list\36ea3b09-b94e-4f7a-9111-88e5f537a16a.json,False,0,1
36f02f9c-c3ae-4f7f-adf5-37b09f6a9d97,fixtures\reading_list\36f02f9c-c3ae-4f7f-adf5-37b09f6a9d97.json,False,0,1
37503706-dad0-47ad-b26f-09d456a51905,fixtures\reading_list\37503706-dad0-47ad-b26f-09d456a51905.json,False,0,1
37b229d8-c095-4a36-8188-c7624c5f495d,fixtures\reading_list\37b229d8-c095-4a36-8188-c7624c5f495d.json,False,0,1
37e165b9-900c-4986-acc7-2b8ba2298261,fixtures\reading_list\37e165b9-900c-4986-acc7-2b8ba2298261.json,False,0,1
389d62ab-5d33-4e8c-a4d6-08235c0a2e4b,fixtures\reading_list\389d62ab-5d33-4e8c-a4d6-08235c0a2e4b.json,False,0,1
39261164-b1ed-42c9-be76-26ef190a5325,fixtures\reading_list\39261164-b1ed-42c9-be76-26ef190a5325.json,False,0,0
392864c0-b363-4e06-84d6-8f1df0182036,fixtures\reading_list\392864c0-b363-4e06-84d6-8f1df0182036.json,False,0,1
3941e369-8669-4640-96cd-747d4116ddba,fixtures\reading_list\3941e369-8669-4640-96cd-747d4116ddba.json,False,0,1
39faab77-c405-41a8-b041-bd70c231bd85,fixtures\reading_list\39faab77-c405-41a8-b041-bd70c231bd85.json,False,0,0
3a260f8b-c288-4b2d-ac63-9cfd1fa7686d,fixtures\reading_list\3a260f8b-c288-4b2d-ac63-9cfd1fa7686d.json,False,0,0
3b7931ba-2f54-4b30-8f69-9e76255de1b0,fixtures\reading_list\3b7931ba-2f54-4b30-8f69-9e76255de1b0.json,False,0,1
3bbead22-c501-4408-9531-39a1f0a9342d,fixtures\reading_list\3bbead22-c501-4408-9531-39a1f0a9342d.json,False,0,1
3e1bfdb2-5b3c-483e-a118-517004747aec,fixtures\reading_list\3e1bfdb2-5b3c-483e-a118-517004747aec.json,False,0,0
3edf8aec-a9ef-499c-888c-ef00c42296dc,fixtures\reading_list\3edf8aec-a9ef-499c-888c-ef00c42296dc.json,False,0,1
3f33f9ca-9ea4-4626-8ce9-02812a806533,fixtures\reading_list\3f33f9ca-9ea4-4626-8ce9-02812a806533.json,False,0,1
3f51854c-9789-406f-b81b-47220fd2049e,fixtures\reading_list\3f51854c-9789-406f-b81b-47220fd2049e.json,False,0,1
40280f09-8dbc-4de0-997f-53d1c96affc2,fixtures\reading_list\40280f09-8dbc-4de0-997f-53d1c96affc2.json,False,0,0
40426474-2606-4182-a1dd-bfc88f2bb2d9,fixtures\reading_list\40426474-2606-4182-a1dd-bfc88f2bb2d9.json,False,0,0
